word,fre,log_frequency,len,pos,difficult_ug,lexical_difficulty
yeats,6,1.9459101490553132,5,NNS,0.0,0.0
young,7,2.0794415416798357,5,JJ,0.0,0.0
youth,2,1.0986122886681096,5,RB,0.0,0.0
zorey,3,1.3862943611198906,5,JJ,0.0,0.0
aboard,1,0.6931471805599453,6,IN,0.0,0.0
absurd,1,0.6931471805599453,6,JJ,0.0,0.0
across,10,2.3978952727983707,6,IN,0.0,0.0
action,12,2.5649493574615367,6,NN,0.0,0.0
active,7,2.0794415416798357,6,JJ,0.0,0.0
adding,1,0.6931471805599453,6,VBG,0.0,0.0
admits,1,0.6931471805599453,6,NNS,0.0,0.0
adults,8,2.1972245773362196,6,NNS,0.0,0.0
advice,1,0.6931471805599453,6,NN,0.0,0.0
africa,7,2.0794415416798357,6,NN,0.0,0.0
albert,1,0.6931471805599453,6,JJ,0.0,0.0
alexie,2,1.0986122886681096,6,NN,0.0,0.0
allows,1,0.6931471805599453,6,VBZ,0.0,0.0
almost,12,2.5649493574615367,6,RB,0.0,0.0
always,15,2.772588722239781,6,RB,0.0,0.0
amount,3,1.3862943611198906,6,VB,0.0,0.0
amused,1,0.6931471805599453,6,JJ,0.0,0.0
animal,12,2.5649493574615367,6,JJ,0.0,0.0
anyhow,1,0.6931471805599453,6,VBP,0.0,0.0
anyone,3,1.3862943611198906,6,NN,0.0,0.0
apiece,2,1.0986122886681096,6,RB,0.0,0.0
arctic,1,0.6931471805599453,6,JJ,0.0,0.0
arises,1,0.6931471805599453,6,NNS,0.0,0.0
around,15,2.772588722239781,6,IN,0.0,0.0
arrive,4,1.6094379124341003,6,JJ,0.0,0.0
artful,1,0.6931471805599453,6,NN,0.0,0.0
arthur,4,1.6094379124341003,6,NNS,0.0,0.0
artist,3,1.3862943611198906,6,VBP,0.0,0.0
asians,1,0.6931471805599453,6,NNS,0.0,0.0
asking,1,0.6931471805599453,6,VBG,0.0,0.0
asleep,2,1.0986122886681096,6,JJ,0.0,0.0
assets,1,0.6931471805599453,6,NNS,0.0,0.0
assume,4,1.6094379124341003,6,VBP,0.0,0.0
author,24,3.2188758248682006,6,NN,0.0,0.0
avtara,1,0.6931471805599453,6,NN,0.0,0.0
bakkie,2,1.0986122886681096,6,NN,0.0,0.0
barons,1,0.6931471805599453,6,NNS,0.0,0.0
basket,1,0.6931471805599453,6,NN,0.0,0.0
bathed,1,0.6931471805599453,6,VBD,0.0,0.0
battle,3,1.3862943611198906,6,NN,0.0,0.0
beauty,3,1.3862943611198906,6,NN,0.0,0.0
became,6,1.9459101490553132,6,VBD,0.0,0.0
become,11,2.4849066497880004,6,JJ,0.0,0.0
before,21,3.091042453358316,6,IN,0.0,0.0
begets,1,0.6931471805599453,6,NNS,0.0,0.0
beggar,1,0.6931471805599453,6,VBP,0.0,0.0
begins,6,1.9459101490553132,6,VBZ,0.0,0.0
behalf,1,0.6931471805599453,6,NN,0.0,0.0
behind,3,1.3862943611198906,6,IN,0.0,0.0
beings,16,2.833213344056216,6,NNS,0.0,0.0
belief,3,1.3862943611198906,6,NN,0.0,0.0
belong,2,1.0986122886681096,6,JJ,0.0,0.0
bengal,1,0.6931471805599453,6,JJ,0.0,0.0
better,5,1.791759469228055,6,RBR,0.0,0.0
beyond,6,1.9459101490553132,6,IN,0.0,0.0
bigger,3,1.3862943611198906,6,JJR,0.0,0.0
biting,1,0.6931471805599453,6,VBG,0.0,0.0
blacks,3,1.3862943611198906,6,NNS,0.0,0.0
blamed,1,0.6931471805599453,6,VBD,0.0,0.0
blocks,3,1.3862943611198906,6,NNS,0.0,0.0
bodily,1,0.6931471805599453,6,RB,0.0,0.0
border,1,0.6931471805599453,6,VB,0.0,0.0
borrow,2,1.0986122886681096,6,NN,0.0,0.0
boston,1,0.6931471805599453,6,NN,0.0,0.0
bought,1,0.6931471805599453,6,VBD,0.0,0.0
branch,1,0.6931471805599453,6,NN,0.0,0.0
breaks,1,0.6931471805599453,6,NNS,0.0,0.0
breath,1,0.6931471805599453,6,NN,0.0,0.0
bridge,4,1.6094379124341003,6,NN,0.0,0.0
bright,1,0.6931471805599453,6,JJ,0.0,0.0
brings,3,1.3862943611198906,6,NNS,0.0,0.0
builds,1,0.6931471805599453,6,NNS,0.0,0.0
buoyed,1,0.6931471805599453,6,VBD,0.0,0.0
burden,3,1.3862943611198906,6,JJ,0.0,0.0
bustle,1,0.6931471805599453,6,NN,0.0,0.0
called,27,3.332204510175204,6,VBN,0.0,0.0
canada,1,0.6931471805599453,6,VBP,0.0,0.0
cannot,20,3.044522437723423,6,JJ,0.0,0.0
career,1,0.6931471805599453,6,VBP,0.0,0.0
cattle,6,1.9459101490553132,6,NNS,0.0,0.0
caught,1,0.6931471805599453,6,VBD,0.0,0.0
caused,3,1.3862943611198906,6,JJ,0.0,0.0
ceased,2,1.0986122886681096,6,VBD,0.0,0.0
centre,1,0.6931471805599453,6,JJ,0.0,0.0
chairs,1,0.6931471805599453,6,NNS,0.0,0.0
chance,1,0.6931471805599453,6,NN,0.0,0.0
charge,1,0.6931471805599453,6,NN,0.0,0.0
chilly,1,0.6931471805599453,6,RB,0.0,0.0
choice,5,1.791759469228055,6,NN,0.0,0.0
chosen,4,1.6094379124341003,6,VBN,0.0,0.0
church,2,1.0986122886681096,6,NN,0.0,0.0
cinema,7,2.0794415416798357,6,NN,0.0,0.0
circle,2,1.0986122886681096,6,NN,0.0,0.0
circus,14,2.70805020110221,6,NN,0.0,0.0
cities,5,1.791759469228055,6,NNS,0.0,0.0
climax,1,0.6931471805599453,6,NNS,0.0,0.0
closed,3,1.3862943611198906,6,VBD,0.0,0.0
clowns,1,0.6931471805599453,6,NNS,0.0,0.0
colour,4,1.6094379124341003,6,JJ,0.0,0.0
coming,6,1.9459101490553132,6,VBG,0.0,0.0
common,17,2.8903717578961645,6,JJ,0.0,0.0
convey,5,1.791759469228055,6,NN,0.0,0.0
corner,1,0.6931471805599453,6,VBP,0.0,0.0
corpse,1,0.6931471805599453,6,JJ,0.0,0.0
couldn,2,1.0986122886681096,6,JJ,0.0,0.0
couple,1,0.6931471805599453,6,NN,0.0,0.0
course,14,2.70805020110221,6,NN,0.0,0.0
coward,1,0.6931471805599453,6,NN,0.0,0.0
create,7,2.0794415416798357,6,VBP,0.0,0.0
crusoe,8,2.1972245773362196,6,NN,0.0,0.0
cursed,1,0.6931471805599453,6,VBD,0.0,0.0
custom,2,1.0986122886681096,6,JJ,0.0,0.0
daniel,3,1.3862943611198906,6,NN,0.0,0.0
deadly,2,1.0986122886681096,6,RB,0.0,0.0
debtor,1,0.6931471805599453,6,NN,0.0,0.0
decent,1,0.6931471805599453,6,JJ,0.0,0.0
deeply,2,1.0986122886681096,6,RB,0.0,0.0
deever,4,1.6094379124341003,6,RB,0.0,0.0
defied,1,0.6931471805599453,6,VBN,0.0,0.0
define,5,1.791759469228055,6,JJ,0.0,0.0
denial,1,0.6931471805599453,6,JJ,0.0,0.0
depend,1,0.6931471805599453,6,JJ,0.0,0.0
detail,3,1.3862943611198906,6,NN,0.0,0.0
dharma,1,0.6931471805599453,6,NN,0.0,0.0
differ,1,0.6931471805599453,6,NN,0.0,0.0
direct,3,1.3862943611198906,6,JJ,0.0,0.0
dismal,1,0.6931471805599453,6,JJ,0.0,0.0
dollar,1,0.6931471805599453,6,NN,0.0,0.0
donkey,1,0.6931471805599453,6,NN,0.0,0.0
doubts,1,0.6931471805599453,6,NNS,0.0,0.0
dreamy,1,0.6931471805599453,6,VBP,0.0,0.0
driven,1,0.6931471805599453,6,VBN,0.0,0.0
during,14,2.70805020110221,6,IN,0.0,0.0
earned,1,0.6931471805599453,6,VBN,0.0,0.0
easily,7,2.0794415416798357,6,RB,0.0,0.0
effect,4,1.6094379124341003,6,NN,0.0,0.0
effort,4,1.6094379124341003,6,NN,0.0,0.0
either,5,1.791759469228055,6,CC,0.0,0.0
elders,1,0.6931471805599453,6,NNS,0.0,0.0
eldest,1,0.6931471805599453,6,VBP,0.0,0.0
empire,1,0.6931471805599453,6,NN,0.0,0.0
enable,2,1.0986122886681096,6,JJ,0.0,0.0
enacts,1,0.6931471805599453,6,NNS,0.0,0.0
engage,3,1.3862943611198906,6,NN,0.0,0.0
engine,1,0.6931471805599453,6,NN,0.0,0.0
enjoys,1,0.6931471805599453,6,VBZ,0.0,0.0
enough,3,1.3862943611198906,6,JJ,0.0,0.0
ensure,1,0.6931471805599453,6,VB,0.0,0.0
enters,4,1.6094379124341003,6,NNS,0.0,0.0
entire,6,1.9459101490553132,6,JJ,0.0,0.0
erased,1,0.6931471805599453,6,VBD,0.0,0.0
escape,4,1.6094379124341003,6,NN,0.0,0.0
eulogy,1,0.6931471805599453,6,NN,0.0,0.0
europe,11,2.4849066497880004,6,NN,0.0,0.0
events,8,2.1972245773362196,6,NNS,0.0,0.0
evokes,1,0.6931471805599453,6,NNS,0.0,0.0
except,4,1.6094379124341003,6,IN,0.0,0.0
excuse,1,0.6931471805599453,6,NN,0.0,0.0
exerts,1,0.6931471805599453,6,NNS,0.0,0.0
exists,2,1.0986122886681096,6,NNS,0.0,0.0
expect,2,1.0986122886681096,6,VBP,0.0,0.0
expose,1,0.6931471805599453,6,JJ,0.0,0.0
extent,1,0.6931471805599453,6,NN,0.0,0.0
failed,3,1.3862943611198906,6,VBD,0.0,0.0
fairly,1,0.6931471805599453,6,RB,0.0,0.0
fallen,4,1.6094379124341003,6,VBN,0.0,0.0
fallow,1,0.6931471805599453,6,JJ,0.0,0.0
family,23,3.1780538303479458,6,NN,0.0,0.0
famous,2,1.0986122886681096,6,JJ,0.0,0.0
father,12,2.5649493574615367,6,NN,0.0,0.0
faults,1,0.6931471805599453,6,NNS,0.0,0.0
fellow,2,1.0986122886681096,6,JJ,0.0,0.0
female,1,0.6931471805599453,6,NN,0.0,0.0
finest,1,0.6931471805599453,6,JJS,0.0,0.0
firmly,2,1.0986122886681096,6,RB,0.0,0.0
flying,1,0.6931471805599453,6,VBG,0.0,0.0
follow,1,0.6931471805599453,6,RB,0.0,0.0
forced,4,1.6094379124341003,6,VBN,0.0,0.0
forces,1,0.6931471805599453,6,NNS,0.0,0.0
forest,2,1.0986122886681096,6,RB,0.0,0.0
formal,2,1.0986122886681096,6,JJ,0.0,0.0
formed,1,0.6931471805599453,6,VBD,0.0,0.0
fought,4,1.6094379124341003,6,NN,0.0,0.0
framed,1,0.6931471805599453,6,VBN,0.0,0.0
france,5,1.791759469228055,6,RB,0.0,0.0
franco,1,0.6931471805599453,6,VBP,0.0,0.0
french,6,1.9459101490553132,6,JJ,0.0,0.0
friend,11,2.4849066497880004,6,NN,0.0,0.0
fruits,1,0.6931471805599453,6,NNS,0.0,0.0
future,3,1.3862943611198906,6,NN,0.0,0.0
gadget,1,0.6931471805599453,6,NN,0.0,0.0
gender,2,1.0986122886681096,6,JJ,0.0,0.0
genres,2,1.0986122886681096,6,NNS,0.0,0.0
george,2,1.0986122886681096,6,JJ,0.0,0.0
gifted,2,1.0986122886681096,6,VBD,0.0,0.0
giving,3,1.3862943611198906,6,VBG,0.0,0.0
gladly,2,1.0986122886681096,6,RB,0.0,0.0
godwin,3,1.3862943611198906,6,JJ,0.0,0.0
gossip,1,0.6931471805599453,6,VBP,0.0,0.0
gothic,2,1.0986122886681096,6,JJ,0.0,0.0
grapes,1,0.6931471805599453,6,VBZ,0.0,0.0
ground,2,1.0986122886681096,6,NN,0.0,0.0
groups,1,0.6931471805599453,6,NNS,0.0,0.0
growth,3,1.3862943611198906,6,NN,0.0,0.0
grunts,1,0.6931471805599453,6,NNS,0.0,0.0
guests,2,1.0986122886681096,6,NNS,0.0,0.0
habits,1,0.6931471805599453,6,NNS,0.0,0.0
hailed,1,0.6931471805599453,6,VBD,0.0,0.0
handed,1,0.6931471805599453,6,VBN,0.0,0.0
handle,1,0.6931471805599453,6,JJ,0.0,0.0
happen,1,0.6931471805599453,6,NNS,0.0,0.0
hardly,2,1.0986122886681096,6,RB,0.0,0.0
hatred,2,1.0986122886681096,6,JJ,0.0,0.0
having,4,1.6094379124341003,6,VBG,0.0,0.0
headed,3,1.3862943611198906,6,VBN,0.0,0.0
health,1,0.6931471805599453,6,NN,0.0,0.0
hearts,2,1.0986122886681096,6,NNS,0.0,0.0
heaven,1,0.6931471805599453,6,VBP,0.0,0.0
heaves,1,0.6931471805599453,6,NNS,0.0,0.0
height,1,0.6931471805599453,6,VBD,0.0,0.0
helped,4,1.6094379124341003,6,VBD,0.0,0.0
hester,9,2.302585092994046,6,JJ,0.0,0.0
hidden,1,0.6931471805599453,6,NN,0.0,0.0
hiding,2,1.0986122886681096,6,VBG,0.0,0.0
higher,5,1.791759469228055,6,JJR,0.0,0.0
highly,6,1.9459101490553132,6,RB,0.0,0.0
hinted,1,0.6931471805599453,6,JJ,0.0,0.0
honest,1,0.6931471805599453,6,NN,0.0,0.0
hoping,1,0.6931471805599453,6,VBG,0.0,0.0
horror,2,1.0986122886681096,6,NN,0.0,0.0
horses,1,0.6931471805599453,6,NNS,0.0,0.0
housed,1,0.6931471805599453,6,VBD,0.0,0.0
humans,3,1.3862943611198906,6,NNS,0.0,0.0
hunger,2,1.0986122886681096,6,RB,0.0,0.0
hunted,1,0.6931471805599453,6,VBD,0.0,0.0
hustle,1,0.6931471805599453,6,JJ,0.0,0.0
ideals,3,1.3862943611198906,6,NNS,0.0,0.0
images,7,2.0794415416798357,6,NNS,0.0,0.0
impact,4,1.6094379124341003,6,VBP,0.0,0.0
impart,3,1.3862943611198906,6,NN,0.0,0.0
income,1,0.6931471805599453,6,NN,0.0,0.0
indeed,7,2.0794415416798357,6,RB,0.0,0.0
indian,49,3.912023005428146,6,JJ,0.0,0.0
inside,1,0.6931471805599453,6,IN,0.0,0.0
insist,1,0.6931471805599453,6,JJ,0.0,0.0
intend,1,0.6931471805599453,6,JJ,0.0,0.0
intent,2,1.0986122886681096,6,NN,0.0,0.0
issues,10,2.3978952727983707,6,NNS,0.0,0.0
itself,14,2.70805020110221,6,PRP,0.0,0.0
judges,2,1.0986122886681096,6,NNS,0.0,0.0
jungle,2,1.0986122886681096,6,VBP,0.0,0.0
junior,1,0.6931471805599453,6,JJ,0.0,0.0
karmas,1,0.6931471805599453,6,FW,0.0,0.0
keenly,1,0.6931471805599453,6,RB,0.0,0.0
keller,11,2.4849066497880004,6,VB,0.0,0.0
killed,3,1.3862943611198906,6,VBN,0.0,0.0
labour,3,1.3862943611198906,6,VBP,0.0,0.0
larger,9,2.302585092994046,6,JJR,0.0,0.0
lashed,2,1.0986122886681096,6,VBD,0.0,0.0
latter,8,2.1972245773362196,6,JJ,0.0,0.0
leader,1,0.6931471805599453,6,NN,0.0,0.0
learns,4,1.6094379124341003,6,JJ,0.0,0.0
leaves,2,1.0986122886681096,6,NNS,0.0,0.0
letter,9,2.302585092994046,6,NN,0.0,0.0
levels,3,1.3862943611198906,6,NNS,0.0,0.0
lights,2,1.0986122886681096,6,RBR,0.0,0.0
likely,2,1.0986122886681096,6,JJ,0.0,0.0
limits,2,1.0986122886681096,6,NNS,0.0,0.0
linear,1,0.6931471805599453,6,VBP,0.0,0.0
linked,3,1.3862943611198906,6,VBN,0.0,0.0
listen,2,1.0986122886681096,6,VBP,0.0,0.0
litter,1,0.6931471805599453,6,JJR,0.0,0.0
little,12,2.5649493574615367,6,JJ,0.0,0.0
living,13,2.639057329615259,6,NN,0.0,0.0
london,2,1.0986122886681096,6,RBR,0.0,0.0
lonely,1,0.6931471805599453,6,RB,0.0,0.0
longer,3,1.3862943611198906,6,RBR,0.0,0.0
losing,1,0.6931471805599453,6,VBG,0.0,0.0
lovers,1,0.6931471805599453,6,NNS,0.0,0.0
mainly,2,1.0986122886681096,6,RB,0.0,0.0
making,13,2.639057329615259,6,VBG,0.0,0.0
manner,7,2.0794415416798357,6,NN,0.0,0.0
marked,4,1.6094379124341003,6,JJ,0.0,0.0
marker,1,0.6931471805599453,6,NN,0.0,0.0
market,3,1.3862943611198906,6,NN,0.0,0.0
master,6,1.9459101490553132,6,NN,0.0,0.0
matrix,1,0.6931471805599453,6,NN,0.0,0.0
matter,10,2.3978952727983707,6,NN,0.0,0.0
meddle,1,0.6931471805599453,6,JJ,0.0,0.0
member,2,1.0986122886681096,6,NN,0.0,0.0
memory,4,1.6094379124341003,6,NN,0.0,0.0
mental,6,1.9459101490553132,6,JJ,0.0,0.0
method,3,1.3862943611198906,6,JJ,0.0,0.0
middle,8,2.1972245773362196,6,JJ,0.0,0.0
midway,1,0.6931471805599453,6,NN,0.0,0.0
milieu,1,0.6931471805599453,6,NN,0.0,0.0
miners,2,1.0986122886681096,6,NNS,0.0,0.0
mining,4,1.6094379124341003,6,VBG,0.0,0.0
minute,2,1.0986122886681096,6,NN,0.0,0.0
mirror,1,0.6931471805599453,6,NN,0.0,0.0
mixing,1,0.6931471805599453,6,VBG,0.0,0.0
moment,3,1.3862943611198906,6,NN,0.0,0.0
monkey,2,1.0986122886681096,6,JJ,0.0,0.0
months,1,0.6931471805599453,6,NNS,0.0,0.0
morbid,1,0.6931471805599453,6,VBD,0.0,0.0
morris,1,0.6931471805599453,6,JJ,0.0,0.0
mostly,1,0.6931471805599453,6,RB,0.0,0.0
mother,22,3.1354942159291497,6,CC,0.0,0.0
motion,2,1.0986122886681096,6,NN,0.0,0.0
mounds,1,0.6931471805599453,6,NNS,0.0,0.0
mughal,1,0.6931471805599453,6,JJ,0.0,0.0
murder,1,0.6931471805599453,6,NN,0.0,0.0
muscle,1,0.6931471805599453,6,NN,0.0,0.0
muslim,1,0.6931471805599453,6,NN,0.0,0.0
myself,1,0.6931471805599453,6,PRP,0.0,0.0
nabbed,1,0.6931471805599453,6,VBD,0.0,0.0
namely,1,0.6931471805599453,6,RB,0.0,0.0
nation,7,2.0794415416798357,6,NN,0.0,0.0
nature,14,2.70805020110221,6,NN,0.0,0.0
nearly,2,1.0986122886681096,6,RB,0.0,0.0
needed,1,0.6931471805599453,6,VBN,0.0,0.0
needle,1,0.6931471805599453,6,JJ,0.0,0.0
nigger,2,1.0986122886681096,6,NN,0.0,0.0
noises,1,0.6931471805599453,6,VBZ,0.0,0.0
normal,3,1.3862943611198906,6,JJ,0.0,0.0
noting,1,0.6931471805599453,6,VBG,0.0,0.0
number,25,3.258096538021482,6,NN,0.0,0.0
nyagar,1,0.6931471805599453,6,JJ,0.0,0.0
obeyed,1,0.6931471805599453,6,JJ,0.0,0.0
obtain,2,1.0986122886681096,6,VB,0.0,0.0
octave,1,0.6931471805599453,6,VBP,0.0,0.0
office,2,1.0986122886681096,6,NN,0.0,0.0
origin,1,0.6931471805599453,6,JJ,0.0,0.0
others,7,2.0794415416798357,6,NNS,0.0,0.0
parody,1,0.6931471805599453,6,NN,0.0,0.0
parrot,2,1.0986122886681096,6,NN,0.0,0.0
parted,1,0.6931471805599453,6,VBD,0.0,0.0
pascal,10,2.3978952727983707,6,JJ,0.0,0.0
passed,4,1.6094379124341003,6,JJ,0.0,0.0
passes,4,1.6094379124341003,6,NNS,0.0,0.0
pedals,1,0.6931471805599453,6,NNS,0.0,0.0
people,46,3.8501476017100584,6,NNS,0.0,0.0
period,24,3.2188758248682006,6,NN,0.0,0.0
person,14,2.70805020110221,6,NN,0.0,0.0
pieces,8,2.1972245773362196,6,NNS,0.0,0.0
pinned,1,0.6931471805599453,6,VBD,0.0,0.0
placed,5,1.791759469228055,6,JJ,0.0,0.0
places,5,1.791759469228055,6,NNS,0.0,0.0
plight,2,1.0986122886681096,6,JJ,0.0,0.0
pocket,2,1.0986122886681096,6,NN,0.0,0.0
poetry,14,2.70805020110221,6,NN,0.0,0.0
police,4,1.6094379124341003,6,NN,0.0,0.0
policy,20,3.044522437723423,6,NN,0.0,0.0
powers,4,1.6094379124341003,6,NNS,0.0,0.0
pretty,1,0.6931471805599453,6,RB,0.0,0.0
priest,1,0.6931471805599453,6,VBP,0.0,0.0
profit,3,1.3862943611198906,6,NN,0.0,0.0
proved,2,1.0986122886681096,6,VBD,0.0,0.0
public,3,1.3862943611198906,6,JJ,0.0,0.0
pulled,2,1.0986122886681096,6,VBN,0.0,0.0
pulses,1,0.6931471805599453,6,NNS,0.0,0.0
punter,1,0.6931471805599453,6,RBR,0.0,0.0
pursue,1,0.6931471805599453,6,VB,0.0,0.0
pushed,3,1.3862943611198906,6,VBN,0.0,0.0
raised,1,0.6931471805599453,6,VBD,0.0,0.0
raises,1,0.6931471805599453,6,NNS,0.0,0.0
reader,38,3.6635616461296463,6,VBP,0.0,0.0
reason,11,2.4849066497880004,6,NN,0.0,0.0
record,1,0.6931471805599453,6,NN,0.0,0.0
refers,8,2.1972245773362196,6,NNS,0.0,0.0
reform,7,2.0794415416798357,6,VBP,0.0,0.0
refuge,1,0.6931471805599453,6,JJ,0.0,0.0
regard,3,1.3862943611198906,6,NN,0.0,0.0
regime,4,1.6094379124341003,6,NN,0.0,0.0
region,5,1.791759469228055,6,NN,0.0,0.0
relate,2,1.0986122886681096,6,NN,0.0,0.0
relief,2,1.0986122886681096,6,NN,0.0,0.0
remain,2,1.0986122886681096,6,VBP,0.0,0.0
remote,1,0.6931471805599453,6,JJ,0.0,0.0
repeat,3,1.3862943611198906,6,NN,0.0,0.0
rescue,1,0.6931471805599453,6,NN,0.0,0.0
result,6,1.9459101490553132,6,NN,0.0,0.0
return,6,1.9459101490553132,6,NN,0.0,0.0
revamp,1,0.6931471805599453,6,NN,0.0,0.0
reveal,1,0.6931471805599453,6,NN,0.0,0.0
rights,5,1.791759469228055,6,NNS,0.0,0.0
rishis,1,0.6931471805599453,6,VBP,0.0,0.0
ritual,1,0.6931471805599453,6,NN,0.0,0.0
roared,1,0.6931471805599453,6,VBD,0.0,0.0
rolled,1,0.6931471805599453,6,JJ,0.0,0.0
rooted,3,1.3862943611198906,6,VBN,0.0,0.0
rounds,1,0.6931471805599453,6,NNS,0.0,0.0
runner,1,0.6931471805599453,6,NN,0.0,0.0
ruskin,1,0.6931471805599453,6,NN,0.0,0.0
safety,1,0.6931471805599453,6,NN,0.0,0.0
saucer,2,1.0986122886681096,6,NN,0.0,0.0
saving,1,0.6931471805599453,6,VBG,0.0,0.0
saying,2,1.0986122886681096,6,VBG,0.0,0.0
scenes,1,0.6931471805599453,6,NNS,0.0,0.0
scheme,3,1.3862943611198906,6,JJ,0.0,0.0
school,11,2.4849066497880004,6,NN,0.0,0.0
scores,1,0.6931471805599453,6,NNS,0.0,0.0
search,4,1.6094379124341003,6,VBP,0.0,0.0
second,18,2.9444389791664403,6,JJ,0.0,0.0
secret,1,0.6931471805599453,6,JJ,0.0,0.0
secure,2,1.0986122886681096,6,NN,0.0,0.0
seeing,3,1.3862943611198906,6,NN,0.0,0.0
seized,2,1.0986122886681096,6,JJ,0.0,0.0
series,6,1.9459101490553132,6,NN,0.0,0.0
settle,1,0.6931471805599453,6,JJ,0.0,0.0
severe,3,1.3862943611198906,6,JJ,0.0,0.0
shadow,1,0.6931471805599453,6,NN,0.0,0.0
shamba,1,0.6931471805599453,6,NN,0.0,0.0
shared,2,1.0986122886681096,6,VBD,0.0,0.0
shield,1,0.6931471805599453,6,JJ,0.0,0.0
should,11,2.4849066497880004,6,MD,0.0,0.0
showed,3,1.3862943611198906,6,VB,0.0,0.0
sifted,1,0.6931471805599453,6,VBN,0.0,0.0
signal,1,0.6931471805599453,6,JJ,0.0,0.0
simple,6,1.9459101490553132,6,NN,0.0,0.0
simply,5,1.791759469228055,6,RB,0.0,0.0
single,6,1.9459101490553132,6,JJ,0.0,0.0
sister,4,1.6094379124341003,6,NN,0.0,0.0
skills,1,0.6931471805599453,6,NNS,0.0,0.0
slaves,2,1.0986122886681096,6,NNS,0.0,0.0
slight,3,1.3862943611198906,6,VBD,0.0,0.0
slowed,1,0.6931471805599453,6,VBN,0.0,0.0
smooth,2,1.0986122886681096,6,RBR,0.0,0.0
soiled,1,0.6931471805599453,6,VBD,0.0,0.0
sorrow,1,0.6931471805599453,6,NN,0.0,0.0
sounds,33,3.5263605246161616,6,NNS,0.0,0.0
source,9,2.302585092994046,6,NN,0.0,0.0
soviet,1,0.6931471805599453,6,JJ,0.0,0.0
spaces,1,0.6931471805599453,6,NNS,0.0,0.0
spared,1,0.6931471805599453,6,VBD,0.0,0.0
speaks,2,1.0986122886681096,6,NNS,0.0,0.0
specks,1,0.6931471805599453,6,NNS,0.0,0.0
speech,28,3.367295829986474,6,VBP,0.0,0.0
speedy,1,0.6931471805599453,6,JJ,0.0,0.0
spirit,7,2.0794415416798357,6,NN,0.0,0.0
splits,1,0.6931471805599453,6,NNS,0.0,0.0
sports,1,0.6931471805599453,6,NNS,0.0,0.0
square,2,1.0986122886681096,6,RBR,0.0,0.0
stages,2,1.0986122886681096,6,NNS,0.0,0.0
stands,3,1.3862943611198906,6,VBZ,0.0,0.0
starts,1,0.6931471805599453,6,NNS,0.0,0.0
states,5,1.791759469228055,6,NNS,0.0,0.0
status,5,1.791759469228055,6,NN,0.0,0.0
sticks,1,0.6931471805599453,6,NNS,0.0,0.0
stitch,1,0.6931471805599453,6,VBP,0.0,0.0
stolen,2,1.0986122886681096,6,VBN,0.0,0.0
stores,2,1.0986122886681096,6,NNS,0.0,0.0
strays,1,0.6931471805599453,6,VBZ,0.0,0.0
stream,14,2.70805020110221,6,NN,0.0,0.0
street,3,1.3862943611198906,6,NN,0.0,0.0
string,2,1.0986122886681096,6,NN,0.0,0.0
strong,7,2.0794415416798357,6,JJ,0.0,0.0
styles,1,0.6931471805599453,6,NNS,0.0,0.0
subdue,2,1.0986122886681096,6,JJ,0.0,0.0
sudden,3,1.3862943611198906,6,JJ,0.0,0.0
suffer,2,1.0986122886681096,6,NN,0.0,0.0
suited,2,1.0986122886681096,6,VBD,0.0,0.0
supply,2,1.0986122886681096,6,NN,0.0,0.0
survey,1,0.6931471805599453,6,NN,0.0,0.0
symbol,6,1.9459101490553132,6,NN,0.0,0.0
system,22,3.1354942159291497,6,NN,0.0,0.0
tackle,2,1.0986122886681096,6,JJ,0.0,0.0
taking,8,2.1972245773362196,6,VBG,0.0,0.0
tandem,1,0.6931471805599453,6,NN,0.0,0.0
taught,4,1.6094379124341003,6,NN,0.0,0.0
teamed,1,0.6931471805599453,6,VBD,0.0,0.0
temper,2,1.0986122886681096,6,NN,0.0,0.0
tended,1,0.6931471805599453,6,VBD,0.0,0.0
thefts,1,0.6931471805599453,6,NNS,0.0,0.0
theirs,2,1.0986122886681096,6,PRP,0.0,0.0
themes,4,1.6094379124341003,6,RB,0.0,0.0
theory,11,2.4849066497880004,6,JJ,0.0,0.0
things,16,2.833213344056216,6,NNS,0.0,0.0
thinks,4,1.6094379124341003,6,NNS,0.0,0.0
thirst,1,0.6931471805599453,6,RB,0.0,0.0
though,13,2.639057329615259,6,IN,0.0,0.0
thread,1,0.6931471805599453,6,JJ,0.0,0.0
thrust,1,0.6931471805599453,6,RB,0.0,0.0
traces,1,0.6931471805599453,6,NNS,0.0,0.0
trains,1,0.6931471805599453,6,NNS,0.0,0.0
trauma,1,0.6931471805599453,6,VBP,0.0,0.0
treats,1,0.6931471805599453,6,NNS,0.0,0.0
tricks,3,1.3862943611198906,6,NNS,0.0,0.0
trophy,1,0.6931471805599453,6,NN,0.0,0.0
trough,2,1.0986122886681096,6,IN,0.0,0.0
truest,1,0.6931471805599453,6,JJ,0.0,0.0
truths,1,0.6931471805599453,6,NNS,0.0,0.0
trying,6,1.9459101490553132,6,VBG,0.0,0.0
turned,3,1.3862943611198906,6,VBD,0.0,0.0
twenty,9,2.302585092994046,6,JJ,0.0,0.0
unable,4,1.6094379124341003,6,JJ,0.0,0.0
unfold,1,0.6931471805599453,6,JJ,0.0,0.0
unique,5,1.791759469228055,6,NN,0.0,0.0
united,3,1.3862943611198906,6,VBD,0.0,0.0
